dataset_split,player_id,player,final_team_name,final_season,draft_year,OVERALL_PICK,ROUND,SELECTION,target_top40_ppg_within_3yrs,BIRTHDATE,AGE_ON_DRAFT_DAY,HEIGHT,WEIGHT,HAND_SIZE,ARM_LENGTH,WINGSPAN,FORTY_TIME,TEN_SPLIT,TWENTY_SPLIT,VERTICAL,BROAD,SHUTTLE,THREE_CONE,BENCH,SPEED,SOURCE,NOTES
holdout,170273,Carnell Tate,OHIO STATE,2025,2026,6.0,1.0,6.0,,,,74.25,192.0,10.25,31.75,78.0,4.53,1.61,,,,,,,,combine-results-2026-WR.csv,
holdout,174150,Makai Lemon,USC,2025,2026,11.0,1.0,11.0,,,,71.0,192.0,8.75,30.5,73.25,,,,,,,,,,combine-results-2026-WR.csv,
holdout,157690,Jordyn Tyson,ARIZONA ST,2025,2026,16.0,1.0,16.0,,,,74.125,203.0,9.125,30.25,75.25,,,,,,,,26.0,,combine-results-2026-WR.csv,
holdout,156395,Omar Cooper Jr.,INDIANA,2025,2026,26.0,1.0,26.0,,,,72.125,199.0,9.625,30.25,75.25,4.42,1.55,,37.0,,,,,,combine-results-2026-WR.csv,
holdout,170362,Kevin Concepcion,TEXAS A&M,2025,2026,27.0,1.0,27.0,,,,71.625,196.0,9.25,30.25,74.875,,,,,,,,,,combine-results-2026-WR.csv,
holdout,162481,Denzel Boston,WASHINGTON,2025,2026,29.0,1.0,29.0,,,,75.625,212.0,9.75,32.0,77.375,,,,35.0,,4.28,,,,combine-results-2026-WR.csv,
holdout,158374,Germie Bernard,ALABAMA,2025,2026,40.0,2.0,8.0,,,,73.25,206.0,9.875,30.375,74.875,4.48,1.52,,32.5,125.0,4.31,6.71,,,combine-results-2026-WR.csv,
holdout,174142,Zachariah Branch,GEORGIA,2025,2026,42.0,2.0,10.0,,,,68.625,177.0,9.0,29.375,72.375,4.35,1.5,,38.0,125.0,,,20.0,,combine-results-2026-WR.csv,
holdout,156241,Antonio Williams,CLEMSON,2025,2026,54.0,2.0,22.0,,,,71.5,187.0,9.25,30.75,76.0,4.41,1.55,,39.5,124.0,,7.0,10.0,,combine-results-2026-WR.csv,
holdout,156321,Chris Bell,LOUISVILLE,2025,2026,66.0,3.0,2.0,,,,73.875,222.0,10.0,31.75,76.75,,,,,,,,,,combine-results-2026-WR.csv,
holdout,151069,Malachi Fields,NOTRE DAME,2025,2026,71.0,3.0,7.0,,,,76.5,218.0,9.0,32.125,79.0,4.61,1.63,,38.0,124.0,4.35,6.98,,,combine-results-2026-WR.csv,
holdout,145107,Deion Burks,OKLAHOMA,2025,2026,79.0,3.0,15.0,,,,69.75,180.0,9.5,29.375,72.75,4.3,1.49,,42.5,131.0,,,26.0,,combine-results-2026-WR.csv,
holdout,145163,Skyler Bell,UCONN,2025,2026,89.0,3.0,25.0,,,,71.625,192.0,10.0,31.125,,4.4,1.53,,41.0,133.0,,,,,combine-results-2026-WR.csv,
holdout,146508,De'Zhaun Stribling,OLE MISS,2025,2026,93.0,3.0,29.0,,,,74.0,207.0,10.0,31.625,,4.36,1.52,,36.0,127.0,,,,,combine-results-2026-WR.csv,
holdout,159499,Elijah Sarratt,INDIANA,2025,2026,94.0,3.0,30.0,,,,74.5,210.0,10.0,31.25,75.75,,,,,,,,,,combine-results-2026-WR.csv,
holdout,187922,Ted Hurst,GA STATE,2025,2026,97.0,3.0,33.0,,,,75.0,206.0,9.75,32.625,,4.42,1.55,,36.5,135.0,,,,,combine-results-2026-WR.csv,
holdout,158409,Chris Brazzell II,TENNESSEE,2025,2026,99.0,3.0,35.0,,,,76.0,198.0,9.0,32.375,80.125,4.37,1.52,,,,,,,,combine-results-2026-WR.csv,
holdout,163865,Brenen Thompson,MISS STATE,2025,2026,104.0,4.0,4.0,,,,69.0,164.0,9.0,29.375,,4.26,1.54,,,,,,,,combine-results-2026-WR.csv,
holdout,154188,Jeff Caldwell,CINCINNATI,2025,2026,113.0,4.0,13.0,,,,77.0,216.0,9.75,32.625,,4.31,1.48,,42.0,134.0,,,,,combine-results-2026-WR.csv,
holdout,144513,Josh Cameron,BAYLOR,2025,2026,124.0,4.0,24.0,,,,73.5,220.0,10.25,33.125,,,,,,,,,,,combine-results-2026-WR.csv,
holdout,176638,Ja'Kobi Lane,USC,2025,2026,131.0,4.0,31.0,,,,76.0,200.0,10.5,32.625,,4.47,1.58,,40.0,129.0,,,,,combine-results-2026-WR.csv,
holdout,160756,Kevin Coleman,MISSOURI,2025,2026,149.0,5.0,10.0,,,,70.25,179.0,9.5,30.0,,4.49,1.62,,38.5,126.0,,,,,combine-results-2026-WR.csv,
holdout,145976,Eric McAlister,TCU,2025,2026,152.0,5.0,13.0,,,,76.0,194.0,9.75,32.625,,,,,,,,,,,combine-results-2026-WR.csv,
holdout,146288,J.Michael Sturdivant,FLORIDA,2025,2026,154.0,5.0,15.0,,,,75.0,207.0,9.5,32.875,,4.4,1.54,,39.0,131.0,,,,,combine-results-2026-WR.csv,
holdout,158022,Reggie Virgil,TEXAS TECH,2025,2026,181.0,5.0,42.0,,,,75.0,187.0,9.25,31.25,,4.57,1.51,,36.0,127.0,,,,,combine-results-2026-WR.csv,
holdout,144279,Eric Rivers,GA TECH,2025,2026,195.0,6.0,16.0,,,,70.0,176.0,9.0,30.5,,4.35,1.49,,37.0,127.0,,,,,combine-results-2026-WR.csv,
holdout,163734,Dillon Bell,GEORGIA,2025,2026,200.0,6.0,21.0,,,,72.75,209.0,9.5,30.25,,4.5,1.55,,39.0,126.0,,,,,combine-results-2026-WR.csv,
holdout,123874,CJ Daniels,MIAMI FL,2025,2026,208.0,6.0,29.0,,,,74.0,202.0,9.25,31.75,,,,,,,,,,,combine-results-2026-WR.csv,
holdout,147528,Chase Roberts,BYU,2025,2026,218.0,7.0,2.0,,,,75.0,209.0,9.75,31.5,,4.64,1.57,,37.0,126.0,,,,,combine-results-2026-WR.csv,
holdout,156448,Kaden Wetjen,IOWA,2025,2026,228.0,7.0,12.0,,,,69.0,193.0,8.5,29.625,,4.47,1.51,,35.5,,4.44,6.95,,,combine-results-2026-WR.csv,
holdout,157004,Kendrick Law,KENTUCKY,2025,2026,236.0,7.0,20.0,,,,71.0,203.0,9.625,31.125,,4.45,1.53,,42.0,128.0,,,21.0,,combine-results-2026-WR.csv,
holdout,157298,Jordan Hudson,SMU,2025,2026,247.0,7.0,31.0,,,,73.0,191.0,9.25,31.125,,,,,,,,,,,combine-results-2026-WR.csv,
holdout,143817,Lewis Bond,BOSTON COL,2025,2026,248.0,7.0,32.0,,,,,,,,,,,,,,,,,,,
holdout,157740,Caleb Douglas,TEXAS TECH,2025,2026,249.0,7.0,33.0,,,,75.5,206.0,10.125,32.5,,4.39,1.53,,31.5,126.0,,,,,combine-results-2026-WR.csv,
holdout,163779,Barion Brown,LSU,2025,2026,250.0,7.0,34.0,,,,71.0,177.0,9.0,31.5,,4.4,1.62,,,,,,,,combine-results-2026-WR.csv,
holdout,156582,Cyrus Allen,CINCINNATI,2025,2026,251.0,7.0,35.0,,,,,,,,,,,,,,,,,,,
train,9437,Amari Cooper,ALABAMA,2014,2015,4.0,1.0,4.0,1.0,,,73.0,211.0,10.0,31.5,,4.42,1.63,,33.0,120.0,3.98,6.71,,,2015_combine_results.csv,
train,9440,Kevin White,W VIRGINIA,2014,2015,7.0,1.0,7.0,0.0,,,75.0,215.0,9.25,32.625,,4.35,1.66,,36.5,118.0,4.14,6.92,23.0,,2015_combine_results.csv,
train,9447,DeVante Parker,LOUISVILLE,2014,2015,14.0,1.0,14.0,0.0,,,75.0,209.0,9.25,33.25,,4.45,1.56,,36.5,125.0,,,17.0,,2015_combine_results.csv,
train,9453,Nelson Agholor,USC,2014,2015,20.0,1.0,20.0,1.0,,,72.0,198.0,9.25,32.25,,4.42,1.53,,,,,,12.0,,2015_combine_results.csv,
train,9459,Breshad Perriman,UCF,2014,2015,26.0,1.0,26.0,0.0,,,74.0,212.0,9.25,32.0,,,,,,,,,,,2015_combine_results.csv,
train,9462,Phillip Dorsett,MIAMI FL,2014,2015,29.0,1.0,29.0,0.0,,,70.0,185.0,9.375,30.25,,4.33,1.54,,37.0,122.0,4.11,6.7,13.0,,2015_combine_results.csv,
train,9470,Devin Smith,OHIO STATE,2014,2015,37.0,2.0,5.0,0.0,,,72.0,196.0,9.0,31.0,,4.42,1.63,,39.0,122.0,4.15,,10.0,,2015_combine_results.csv,
train,9474,Devin Funchess,MICHIGAN,2014,2015,41.0,2.0,9.0,1.0,,,76.0,232.0,9.75,33.5,,4.7,1.67,,38.5,122.0,,,17.0,,2015_combine_results.csv,
train,9502,Tyler Lockett,KANSAS ST,2014,2015,69.0,3.0,5.0,0.0,,,70.0,182.0,8.375,30.0,,4.4,1.56,,35.5,121.0,4.07,6.89,,,2015_combine_results.csv,
train,9503,Jaelen Strong,ARIZONA ST,2014,2015,70.0,3.0,6.0,0.0,,,74.0,217.0,9.0,32.5,,4.44,1.62,,42.0,123.0,,,,,2015_combine_results.csv,
train,9509,Chris Conley,GEORGIA,2014,2015,76.0,3.0,12.0,0.0,,,74.0,213.0,9.875,33.75,,4.35,1.6,,45.0,139.0,4.3,7.06,18.0,,2015_combine_results.csv,
train,9520,Sammie Coates,AUBURN,2014,2015,87.0,3.0,23.0,0.0,,,73.0,212.0,9.375,33.375,,4.43,1.59,,41.0,131.0,4.06,6.98,23.0,,2015_combine_results.csv,
train,9527,Ty Montgomery,STANFORD,2014,2015,94.0,3.0,30.0,0.0,,,72.0,221.0,10.125,31.0,,4.55,1.62,,40.5,121.0,4.21,6.97,,,2015_combine_results.csv,
train,9538,Jamison Crowder,DUKE,2014,2015,105.0,4.0,6.0,1.0,,,68.0,185.0,8.75,30.375,,4.56,1.71,,37.0,115.0,4.32,7.17,10.0,,2015_combine_results.csv,
train,9540,Justin Hardy,E CAROLINA,2014,2015,107.0,4.0,8.0,0.0,,,70.0,192.0,10.0,32.125,,4.56,1.6,,36.5,114.0,4.21,6.63,11.0,,2015_combine_results.csv,
train,9556,Vince Mayle,WASH STATE,2014,2015,123.0,4.0,24.0,0.0,,,74.0,224.0,9.0,31.75,,4.67,1.71,,35.5,117.0,4.13,6.93,,,2015_combine_results.csv,
train,9565,DeAndre Smelter,GA TECH,2014,2015,132.0,4.0,33.0,0.0,,,74.0,226.0,11.0,32.625,,,,,,,,,,,2015_combine_results.csv,
train,9572,Rashad Greene Sr.,FLORIDA ST,2014,2015,139.0,5.0,3.0,0.0,,,71.0,182.0,9.0,31.625,,4.53,1.53,,36.5,122.0,4.12,6.88,,,2015_combine_results.csv,
train,9579,Stefon Diggs,MARYLAND,2014,2015,146.0,5.0,10.0,1.0,,,72.0,195.0,10.0,31.25,,4.46,1.54,,35.0,115.0,4.32,7.03,,,2015_combine_results.csv,
train,9589,Tony Lippett,MICH STATE,2014,2015,156.0,5.0,20.0,0.0,,,74.0,192.0,9.875,32.75,,4.61,1.68,,36.0,114.0,4.13,6.92,10.0,,2015_combine_results.csv,
train,9592,J.J. Nelson,UAB,2014,2015,159.0,5.0,23.0,0.0,,,70.0,156.0,8.25,31.125,,4.28,1.5,,36.0,127.0,4.15,7.02,,,2015_combine_results.csv,
train,9595,Kenny Bell,NEBRASKA,2014,2015,162.0,5.0,26.0,0.0,,,73.0,197.0,9.25,31.625,,4.42,1.57,,41.5,129.0,4.15,6.66,7.0,,2015_combine_results.csv,
train,9617,Kaelin Clay,UTAH,2014,2015,184.0,6.0,8.0,0.0,,,70.0,195.0,9.0,30.875,,4.51,1.65,,33.0,113.0,4.26,6.97,10.0,,2015_combine_results.csv,
train,9619,Geremy Davis,UCONN,2014,2015,186.0,6.0,10.0,0.0,,,74.0,216.0,9.5,32.25,,,,,36.5,124.0,4.18,6.86,23.0,,2015_combine_results.csv,
train,9620,Evan Spencer,OHIO STATE,2014,2015,187.0,6.0,11.0,0.0,,,,,,,,,,,,,,,,,,
train,9634,Bud Sasser,MISSOURI,2014,2015,201.0,6.0,25.0,0.0,,,,,,,,,,,,,,,,,,
train,9637,Darren Waller,GA TECH,2014,2015,204.0,6.0,28.0,0.0,,,78.0,238.0,9.0,33.25,,4.46,1.58,,37.0,125.0,4.25,7.07,12.0,,2015_combine_results.csv,
train,9654,Andre Debose,FLORIDA,2014,2015,221.0,7.0,4.0,0.0,,,,,,,,,,,,,,,,,,
train,9666,Da'Ron Brown,N ILLINOIS,2014,2015,233.0,7.0,16.0,0.0,,,72.0,205.0,10.25,32.0,,4.54,1.55,,37.0,120.0,4.11,7.04,17.0,,2015_combine_results.csv,
train,9671,Mario Alford,W VIRGINIA,2014,2015,238.0,7.0,21.0,0.0,,,68.0,180.0,9.375,31.25,,4.43,1.66,,34.0,121.0,4.07,6.64,13.0,,2015_combine_results.csv,
train,10649,Corey Coleman,BAYLOR,2015,2016,15.0,1.0,15.0,0.0,,,71.0,194.0,9.0,30.25,,4.42,,,40.5,129.0,,,17.0,,combine-results-2016-WR.csv,
train,10655,Will Fuller V,NOTRE DAME,2015,2016,21.0,1.0,21.0,0.0,,,72.0,186.0,8.25,30.75,,4.32,,,33.5,126.0,4.27,6.93,10.0,,combine-results-2016-WR.csv,
train,10656,Josh Doctson,TCU,2015,2016,22.0,1.0,22.0,0.0,,,74.0,202.0,9.88,31.88,,4.5,,,41.0,131.0,4.08,6.84,14.0,,combine-results-2016-WR.csv,
train,10657,Laquon Treadwell,OLE MISS,2015,2016,23.0,1.0,23.0,0.0,,,74.0,221.0,9.5,33.38,,4.52,,,33.0,117.0,,,12.0,,combine-results-2016-WR.csv,
train,10674,Sterling Shepard,OKLAHOMA,2015,2016,40.0,2.0,9.0,1.0,,,70.0,194.0,9.75,30.38,,4.48,,,41.0,123.0,4.35,7.0,20.0,,combine-results-2016-WR.csv,
train,10681,Michael Thomas,OHIO STATE,2015,2016,47.0,2.0,16.0,1.0,,,75.0,212.0,10.5,32.13,,4.57,,,35.0,126.0,4.13,6.8,18.0,,combine-results-2016-WR.csv,
train,10689,Tyler Boyd,PITTSBURGH,2015,2016,55.0,2.0,24.0,1.0,,,73.0,197.0,9.75,32.0,,4.58,,,34.0,119.0,4.35,6.9,11.0,,combine-results-2016-WR.csv,
train,10719,Braxton Miller,OHIO STATE,2015,2016,85.0,3.0,22.0,0.0,,,73.0,201.0,9.13,31.75,,4.5,,,35.0,123.0,4.07,6.65,17.0,,combine-results-2016-WR.csv,
train,10720,Leonte Carroo,RUTGERS,2015,2016,86.0,3.0,23.0,0.0,,,72.0,211.0,9.63,31.38,,4.5,,,35.5,120.0,,,14.0,,combine-results-2016-WR.csv,
train,10741,Chris Moore,CINCINNATI,2015,2016,107.0,4.0,9.0,0.0,,,73.0,206.0,9.38,33.38,,4.53,,,37.0,130.0,4.2,6.76,10.0,,combine-results-2016-WR.csv,
train,10746,Malcolm Mitchell,GEORGIA,2015,2016,112.0,4.0,14.0,0.0,,,72.0,198.0,10.5,32.63,,4.45,,,36.0,129.0,4.34,6.94,15.0,,combine-results-2016-WR.csv,
train,10748,Ricardo Louis,AUBURN,2015,2016,114.0,4.0,16.0,0.0,,,74.0,215.0,9.5,32.38,,4.43,,,38.0,132.0,,,18.0,,combine-results-2016-WR.csv,
train,10751,Pharoh Cooper,S CAROLINA,2015,2016,117.0,4.0,19.0,0.0,,,71.0,203.0,9.13,32.25,,4.52,,,31.0,115.0,,,15.0,,combine-results-2016-WR.csv,
train,10760,Demarcus Robinson,FLORIDA,2015,2016,126.0,4.0,28.0,0.0,,,73.0,203.0,9.5,33.0,,4.59,,,34.5,123.0,4.19,6.77,,,combine-results-2016-WR.csv,
train,10774,Tajae Sharpe,UMASS,2015,2016,140.0,5.0,1.0,0.0,,,74.0,194.0,8.38,32.25,,4.55,,,33.5,114.0,,,11.0,,combine-results-2016-WR.csv,
train,10788,Jordan Payton,UCLA,2015,2016,154.0,5.0,15.0,0.0,,,73.0,207.0,10.13,32.5,,4.47,,,34.5,121.0,4.33,7.08,,,combine-results-2016-WR.csv,
train,10797,Trevor Davis,CAL,2015,2016,163.0,5.0,26.0,0.0,,,73.0,188.0,10.0,31.0,,4.42,,,38.5,124.0,4.22,6.6,11.0,,combine-results-2016-WR.csv,
train,10806,Rashard Higgins,COLO STATE,2015,2016,172.0,5.0,35.0,0.0,,,73.0,196.0,9.75,32.25,,4.64,,,32.0,116.0,,,13.0,,combine-results-2016-WR.csv,
train,10820,Jakeem Grant Sr.,TEXAS TECH,2015,2016,186.0,6.0,11.0,0.0,,,,,,,,,,,,,,,,,,
train,10826,Kolby Listenbee,TCU,2015,2016,192.0,6.0,17.0,0.0,,,72.0,197.0,8.25,31.38,,4.39,,,35.5,129.0,,,15.0,,combine-results-2016-WR.csv,
train,10833,Cody Core,OLE MISS,2015,2016,199.0,6.0,24.0,0.0,,,75.0,205.0,,,,4.47,,,31.5,119.0,,,14.0,,combine-results-2016-WR.csv,
train,10840,Mike Thomas,SO MISS,2015,2016,206.0,6.0,31.0,0.0,,,,,,,,,,,,,,,,,,
train,10847,Aaron Burbridge,MICH STATE,2015,2016,213.0,6.0,38.0,0.0,,,72.0,206.0,8.25,31.63,,4.56,,,30.5,115.0,4.31,7.22,20.0,,combine-results-2016-WR.csv,
train,10859,Devin Lucien,ARIZONA ST,2015,2016,225.0,7.0,4.0,0.0,,,,,,,,,,,,,,,,,,
train,10863,De'Marcus Ayers,HOUSTON,2015,2016,229.0,7.0,8.0,0.0,,,69.0,182.0,9.25,31.25,,4.72,,,33.0,123.0,,,,,combine-results-2016-WR.csv,
train,10864,Daniel Braverman,W MICHIGAN,2015,2016,230.0,7.0,9.0,0.0,,,,,,,,,,,,,,,,,,
train,10872,Devin Fuller,UCLA,2015,2016,238.0,7.0,17.0,0.0,,,,,,,,,,,,,,,,,,
train,10875,Charone Peake,CLEMSON,2015,2016,241.0,7.0,20.0,0.0,,,74.0,209.0,9.25,34.0,,4.45,,,35.5,122.0,4.46,6.96,12.0,,combine-results-2016-WR.csv,
